x_m,P_hot,P_cold,T_hot_C,T_cold,T_cold_C,T_wall_hot_C,T_wall_cold,T_wall_cold_C,T_sat,T_sat_cold_C,DeltaT_actual,DeltaT_ONB,ONB_margin,q_flux,h_single_phase,h_subcooled,h_cold,cold_region,cold_quality,cold_phase,cold_cumulative_dP_Pa,cold_cumulative_dP_kPa
32.66676,14969159.578262221,5838713.667299176,314.4804686070672,546.9658348796303,273.8158348796303,302.38580654421514,550.4022758958233,277.25227589582335,546.9658348796303,273.8158348796303,3.4364410161930437,0.7255202461399277,2.710920770053116,201068.24518713407,18196.721660443305,,59181.93936142462,Saturated Boiling,0.5722029488853203,boiling,161286.3327008243,161.28633270082432
33.18528,14969979.586392745,5831624.000885637,314.85272181821506,546.8880740755596,273.73807407555967,302.609699298643,550.2970929589227,277.1470929589227,546.8880740755596,273.73807407555967,3.4090188833630464,0.7308486787652341,2.678170204597812,203700.85071776313,18194.41449757074,,60445.626713969476,Saturated Boiling,0.586270678562831,boiling,168375.99911436325,168.37599911436325
33.7038,14970800.300008627,5824247.283080467,315.22889139589654,546.7991172491302,273.6491172491302,302.83409137035346,550.1842946226323,277.0342946226323,546.7991172491302,273.6491172491302,3.3851773735020743,0.7362924729197685,2.648884900582306,206398.37398176984,18192.01272324095,,61786.124443985456,Saturated Boiling,0.600523711212582,boiling,175752.71691953234,175.75271691953233
34.222319999999996,14971621.73286027,5816572.1270347135,315.6091046576644,546.7212034372761,273.57120343727615,303.06066341423616,550.0689115280168,276.9189115280168,546.7212034372761,273.57120343727615,3.347708090740639,0.7418034937111126,2.605904597029526,209134.015089755,18189.51273454493,,63210.04994339905,Saturated Boiling,0.6149468148922639,boiling,183427.87296528628,183.42787296528627
34.74084,14972443.89924226,5808589.826247956,315.99328308728127,546.6320713474397,273.4820713474397,303.28937822893647,549.950729581418,276.80072958141807,546.6320713474397,273.4820713474397,3.31865823397834,0.7473843848137245,2.5712738491646157,211909.18918014644,18186.911063730855,,64727.31527022322,Saturated Boiling,0.6295589391919806,boiling,191410.17375204392,191.41017375204393
35.25936,14973266.813609838,5800288.347140497,316.3815548745815,546.5316856145207,273.38168561452073,303.51683525050964,549.8190499370379,276.6690499370379,546.5316856145207,273.38168561452073,3.287364322517192,0.7531404088359201,2.534223913681272,214782.28250777378,18184.204122608957,,66353.70901347123,Saturated Boiling,0.6443647375787641,boiling,199711.65285950326,199.71165285950326
35.777879999999996,14974090.490993874,5791655.126291013,316.77404966724,546.4423539265994,273.2923539265994,303.74641457849805,549.6840803600368,276.5340803600368,546.4423539265994,273.2923539265994,3.2417264334374067,0.7589740295305046,2.482752403906902,217698.67374768964,18181.38766767839,,68099.33303925631,Saturated Boiling,0.659352941420013,boiling,208344.8737089868,208.3448737089868
36.2964,14974914.947025556,5782680.551101911,317.1706918755019,546.3417430649788,273.1917430649788,303.97805707482655,549.5455235320516,276.3955235320516,546.3417430649788,273.1917430649788,3.203780467072761,0.7648888210931045,2.4388916459796564,220660.2683421998,18178.457842458512,,69980.6722535758,Saturated Boiling,0.6745391303960356,boiling,217319.44889808912,217.31944889808912
36.81492,14975740.197545579,5773351.3253580425,317.5716129936427,546.2298128643955,273.07981286439554,304.20831911141954,549.3925110131797,276.24251101317975,546.2298128643955,273.07981286439554,3.162698148784216,0.7709901265345502,2.3917080222496656,223726.46478591784,18175.410651753198,,72021.70221719652,Saturated Boiling,0.6899282827031187,boiling,226648.67464195727,226.64867464195729
37.333439999999996,14976566.259034136,5763653.560361865,317.97694663285006,546.1289490047171,272.97894900471715,304.44056732684714,549.2352081304487,276.0852081304487,546.1289490047171,272.97894900471715,3.106259125731526,0.7771826245943771,2.3290765011371493,226842.87357118767,18172.241370159485,,74243.00463932824,Saturated Boiling,0.7055133354138154,boiling,236346.43963813476,236.34643963813477
37.85196,14977393.148640765,5753576.610301074,318.38662212375937,546.0167368784231,272.8667368784231,304.6747058080491,549.073181127987,275.92318112798705,546.0167368784231,272.8667368784231,3.056444249563924,0.7834713204679626,2.2729729290959613,230012.19744049618,18168.945693499736,,76674.30795412391,Saturated Boiling,0.721306481117666,boiling,246423.3896989263,246.42338969892631
38.37048,14978220.88378689,5743105.75029113,318.8007767496272,545.8931313788099,272.74313137880995,304.9072273406215,548.8953180973829,275.7453180973829,545.8931313788099,272.74313137880995,3.0021867185729434,0.7899623151279838,2.2122244034449596,233295.27394590864,18165.519156448114,,79356.7070452618,Saturated Boiling,0.7373131667724708,boiling,256894.24970887078,256.8942497088708
38.888999999999996,14979049.482613781,5732225.588468154,319.2195511747892,545.7693449292625,272.6193449292625,305.13975625038563,548.7063155223366,275.5563155223366,545.7693449292625,272.6193449292625,2.9369705930740793,0.7966130012815835,2.1403575917924957,236667.5258243922,18161.95647840412,,82335.56487580368,Saturated Boiling,0.7535349634066,boiling,267774.41153184674,267.77441153184674
39.40752,14979878.964020016,5720922.159067727,319.6429868031529,545.6453769169974,272.49537691699743,305.37386642947524,548.5108216097883,275.36082160978833,545.6453769169974,272.49537691699743,2.865444692790902,0.8033815291858762,2.0620631636050257,240104.3585574959,18158.252478615854,,85669.28186630315,Saturated Boiling,0.7699758509609936,boiling,279077.84093227366,279.07784093227366
