cell,x_position,x_mid_m,T_hot,T_cold,T_sat,T_wall_hot,T_wall_cold,DeltaT_actual,DeltaT_ONB,ONB_margin,quality,Bo,RLL,P_reduced,rho_l,rho_g,sigma,G,h_fg,q_flux,x_di_raw,x_di,cold_region,h_single_phase,h_subcooled,h_hot,h_cold,P_hot,P_cold,h_hot_W_m2K,h_cold_W_m2K,U_W_m2K,q_W,q_flux_W_m2,T_hot_C,T_cold_C,x,CHF_region,T_wall_hot_C,T_wall_cold_C,T_sat_C,T_wall,R_wall_K_W,R_wall_area_m2K_W,wall_deltaT_conduction_C,dpdz_hot_Pa_m,dpdz_cold_Pa_m,dP_hot_cell_Pa,dP_cold_cell_Pa,cold_cumulative_dP_Pa,cold_cumulative_dP_kPa,phi2,Martinelli_X,cold_heat_transfer_correlation,pressure_drop_correlation
35,18.40746,18.40746,578.6194120261794,548.2332545683156,548.2332545683156,569.9386533902282,551.9296487903632,3.6963942220476156,0.6054807637290993,3.090913458318516,0.24023992082385814,5.790794376371262e-05,15.354001546296281,0.2698500367311668,758.8619191925569,30.56195952922105,0.019954226081330535,1580.899425960735,1573755.6788729804,144072.0367989202,0.8318345934481272,0.8318345934481272,Saturated Boiling,18233.73281801152,,16596.710361494108,38976.37214656,14946439.837179167,5953971.210435858,16596.710361494108,38976.37214656,4741.370704693533,2816.2832169595463,144072.0367989202,305.4694120261794,275.0832545683156,0.24023992082385814,pre_CHF,296.7886533902282,278.77964879036324,275.0832545683156,278.77964879036324,0.0055188353233266915,0.000125,18.009004599865023,1551.75744622556,4219.146593049084,804.6172710168773,2187.7118914278108,46028.78956414349,46.02878956414349,3.3179927299295535,0.6751296323624576,Shah boiling,Mishima-Hibiki
36,18.92598,18.92598,578.8990641417029,548.2113729161829,548.2113729161829,570.122336158182,551.9052184444395,3.6938455282565883,0.6091667599908323,3.084678768265756,0.2502991117371435,5.857212717529465e-05,15.173361801241622,0.26975088372666045,758.8995276729696,30.55081940171185,0.019959326941396866,1580.899425960735,1573890.1346979314,145736.94170994018,0.831370922886512,0.831370922886512,Saturated Boiling,18233.01090192456,,16604.92862301004,39453.98923563749,14947244.454450184,5951783.49854443,16604.92862301004,39453.98923563749,4749.035717250207,2848.8283510668907,145736.94170994018,305.7490641417029,275.0613729161829,0.2502991117371435,pre_CHF,296.972336158182,278.7552184444395,275.0613729161829,278.7552184444395,0.0055188353233266915,0.000125,18.21711771374252,1552.5942826088228,4402.369870412861,805.0511874183268,2282.7168252064766,48216.5014555713,48.2165014555713,3.5438767948552856,0.6436543690456178,Shah boiling,Mishima-Hibiki
37,19.444499999999998,19.444499999999998,579.1815314098681,548.1894856474619,548.1894856474619,570.3078924608766,551.8803678578968,3.690882210434893,0.6128790374917092,3.0780031729431836,0.26047223873414227,5.924357100409371e-05,14.99494145235634,0.2696474248422693,758.9371405635161,30.539680224486965,0.019964429185199445,1580.899425960735,1574024.6034009377,147420.19682383846,0.8309138595142392,0.8309138595142392,Saturated Boiling,18232.257554218915,,16613.274178863638,39941.723528063325,14948049.505637603,5949500.781719224,16613.274178863638,39941.723528063325,4756.710736490374,2881.7321902327753,147420.19682383846,306.0315314098681,275.0394856474619,0.26047223873414227,pre_CHF,297.1578924608766,278.7303678578968,275.0394856474619,278.7303678578968,0.0055188353233266915,0.000125,18.42752460297981,1553.4445203118546,4594.405570368517,805.4920526721028,2382.2911763474835,50499.21828077777,50.499218280777775,3.788057926624694,0.6141002701786427,Shah boiling,Mishima-Hibiki
38,19.96302,19.96302,579.4668330672451,548.1566442060007,548.1566442060007,570.4920808580564,551.8450701913041,3.688425985303411,0.6167320206490001,3.071693964654411,0.27078487286292313,5.994152561941721e-05,14.81410586486142,0.26953945297967197,758.9935681756955,30.52297323984066,0.019972085147068427,1580.899425960735,1574226.3306249185,149176.0853340182,0.8304364365627376,0.8304364365627376,Saturated Boiling,18231.471256045636,,16621.749754972043,40444.375440475786,14948854.997690275,5947118.4905428765,16621.749754972043,40444.375440475786,4764.458176701302,2916.055848396733,149176.0853340182,306.31683306724517,275.0066442060007,0.27078487286292313,pre_CHF,297.3420808580564,278.6950701913041,275.0066442060007,278.6950701913041,0.0055188353233266915,0.000125,18.647010666752273,1554.3084130324557,4796.533478875163,805.9399983255889,2487.09853946635,52881.509457125256,52.881509457125254,4.05326427421627,0.5861710680123103,Shah boiling,Mishima-Hibiki
39,20.48154,20.48154,579.7550925789438,548.1347428812508,548.1347428812508,570.6814744451267,551.8192809585523,3.6845380773015677,0.6204997084173043,3.0640383688842636,0.2811929357902417,6.0628058960403416e-05,14.640062797363614,0.26942673096464903,759.0311921062984,30.511836437142595,0.019977190853532,1580.899425960735,1574360.8315693035,150897.54789259494,0.829993371202934,0.829993371202934,Saturated Boiling,18230.650268277685,,16630.361303194262,40954.264748190086,14949660.9376886,5944631.3920034105,16630.361303194262,40954.264748190086,4772.165688717981,2949.706556889946,150897.54789259494,306.60509257894387,274.9847428812508,0.2811929357902417,pre_CHF,297.5314744451267,278.66928095855235,274.9847428812508,278.66928095855235,0.0055188353233266915,0.000125,18.86219348657437,1555.1865402188523,5006.908632862536,806.3953248342792,2596.182264311882,55368.60799659161,55.36860799659161,4.338947840204953,0.5599466996890613,Shah boiling,Mishima-Hibiki
40,21.000059999999998,21.000059999999998,580.0462259396452,548.1018803401286,548.1018803401286,570.8695093536284,551.782961293442,3.681080953313426,0.6244086031496895,3.0566723501637365,0.29174220804426954,6.13413319430153e-05,14.463750383671357,0.26930906498095103,759.087636294352,30.495133013018798,0.019984852012954357,1580.899425960735,1574562.6072049353,152692.384481491,0.8295308548897351,0.8295308548897351,Saturated Boiling,18229.79316622635,,16639.108667054046,41480.31146776292,14950467.333013434,5942035.209739098,16639.108667054046,41480.31146776292,4779.950304688711,2984.7915621054117,152692.384481491,306.8962259396452,274.9518803401286,0.29174220804426954,pre_CHF,297.7195093536284,278.632961293442,274.9518803401286,278.632961293442,0.0055188353233266915,0.000125,19.086548060186374,1556.0788562490789,5227.88834646611,806.8580085422724,2710.7646654096075,57964.790260903486,57.964790260903484,4.64937961056809,0.5350685100405316,Shah boiling,Mishima-Hibiki
41,21.51858,21.51858,580.3403565939964,548.0690051241929,548.0690051241929,571.059512220568,551.7460773630694,3.6770722388764625,0.6283469562560845,3.048725282620378,0.3024134122173838,6.206255814297258e-05,14.28966623687567,0.269186205813737,759.1440904431117,30.478431723990354,0.019992516294333514,1580.899425960735,1574764.411935239,154507.47885998824,0.829076207100437,0.829076207100437,Saturated Boiling,18228.898120243997,,16647.998031553343,42019.15785782713,14951274.191021977,5939324.445073688,16647.998031553343,42019.15785782713,4787.759787642053,3020.272561395329,154507.47885998824,307.1903565939964,274.91900512419295,0.3024134122173838,pre_CHF,297.909512220568,278.5960773630694,274.91900512419295,278.5960773630694,0.0055188353233266915,0.000125,19.31343485749853,1556.9859581665055,5458.682937974397,807.3283590284964,2830.436276998484,60675.554926313096,60.6755549263131,4.985537320964156,0.5115231100636827,Shah boiling,Mishima-Hibiki
42,22.0371,22.0371,580.637504718416,548.0361172221642,548.0361172221642,571.2514904257555,551.7085971670361,3.6724799448719523,0.6323155422308483,3.040164402641104,0.31320790711601726,6.279186099138371e-05,14.117771590006361,0.2690579228062588,759.2005545639769,30.461732569145045,0.020000183700241817,1580.899425960735,1574966.2457960094,156343.1460697548,0.8286297029554395,0.8286297029554395,Saturated Boiling,18227.963434249185,,16657.032601368166,42571.54522737827,14952081.519381005,5936494.00879669,16657.032601368166,42571.54522737827,4795.597920110898,3056.155713113409,156343.1460697548,307.48750471841606,274.8861172221642,0.31320790711601726,pre_CHF,298.1014904257555,278.55859716703617,274.8861172221642,278.55859716703617,0.0055188353233266915,0.000125,19.54289325871935,1557.9081359684967,5699.520627455417,807.8065266623848,2955.3154357481826,63505.99120331158,63.50599120331158,5.349733184550187,0.4892015015229765,Shah boiling,Mishima-Hibiki
43,22.555619999999998,22.555619999999998,580.9376904677889,548.0141849007377,548.0141849007377,571.4487152338745,551.6805517386982,3.6663668379604815,0.6362036838724189,3.0301631540880627,0.324104998259281,6.351023394639484e-05,13.952093436224398,0.2689239799384312,759.2382028569148,30.4506009844549,0.02000529704130219,1580.899425960735,1575100.8179044856,158145.30796141003,0.8282178767271063,0.8282178767271063,Saturated Boiling,18226.987371371797,,16666.215693785944,43134.06567068473,14952889.325907668,5933538.6933609415,16666.215693785944,43134.06567068473,4803.416441767884,3091.3839114680727,158145.30796141003,307.78769046778893,274.86418490073777,0.324104998259281,pre_CHF,298.29871523387453,278.53055173869825,274.86418490073777,278.53055173869825,0.0055188353233266915,0.000125,19.768163495176253,1558.8456873048308,5949.289303386675,808.2926657813008,3084.8254895920586,66461.30663905977,66.46130663905977,5.7428299322349705,0.4680919983146726,Shah boiling,Mishima-Hibiki
44,23.07414,23.07414,581.240829837152,547.9703033146252,547.9703033146252,571.6413302768174,551.631716396058,3.6614130814327837,0.6403453988702946,3.021067682562489,0.335168535209801,6.427496995926489e-05,13.78045222111721,0.2687841673255961,759.3135127676961,30.428340658354013,0.020015527895953893,1580.899425960735,1575370.001052405,160076.9110460752,0.8277624004163365,0.8277624004163365,Saturated Boiling,18225.96838339231,,16675.54751578056,43719.98118918521,14953697.61857345,5930453.86787135,16675.54751578056,43719.98118918521,4811.3729410831675,3129.142393058517,160076.9110460752,308.090829837152,274.8203033146252,0.335168535209801,pre_CHF,298.4913302768174,278.481716396058,274.8203033146252,278.481716396058,0.0055188353233266915,0.000125,20.0096138807594,1559.798588491998,6212.1780574879385,808.7867641048708,3221.1385663686456,69546.13212865182,69.54613212865182,6.1726428395691695,0.4478569834032315,Shah boiling,Mishima-Hibiki
45,23.59266,23.59266,581.5471502332018,547.9373772864739,547.9373772864739,571.8392750989274,551.5922418717126,3.6548645852387835,0.6444095939801681,3.0104549912586154,0.3463412290606536,6.502927436915452e-05,13.614899859551702,0.2686381766364025,759.3700068734224,30.411647900583773,0.020023204690920633,1580.899425960735,1575571.9225198524,161976.26581771753,0.8273420382037171,0.8273420382037171,Saturated Boiling,18224.90420256613,,16685.038031221313,44317.99374234139,14954506.405337555,5927232.729304981,16685.038031221313,44317.99374234139,4819.320442136059,3166.2704928985577,161976.26581771753,308.39715023320184,274.7873772864739,0.3463412290606536,pre_CHF,298.6892750989274,278.44224187171267,274.7873772864739,278.44224187171267,0.0055188353233266915,0.000125,20.247033227214693,1560.7678066119556,6484.570539166875,809.2893230844312,3362.379515968808,72767.27069502047,72.76727069502047,6.637530343524319,0.42866144522167654,Shah boiling,Mishima-Hibiki
46,24.111179999999997,24.111179999999997,581.8565685182439,547.9044385269473,547.9044385269473,572.0392214689984,551.5520285305751,3.6475900036277835,0.648507404715481,2.9990825989123024,0.35764286575844567,6.57921845977112e-05,13.451388658352936,0.26848578452636035,759.426510996998,30.394957273347703,0.02003088462074241,1580.899425960735,1575773.873261429,163897.54350738693,0.8269309832922163,0.8269309832922163,Saturated Boiling,18223.793178349664,,16694.687748660614,44933.10469224277,14955315.69466064,5923870.349789012,16694.687748660614,44933.10469224277,4827.312558870414,3203.827136316368,163897.54350738693,308.7065685182439,274.7544385269473,0.35764286575844567,pre_CHF,298.88922146899847,278.4020285305751,274.7544385269473,278.4020285305751,0.0055188353233266915,0.000125,20.487192938423366,1561.7533397539773,6767.9792502706105,809.8003417292323,3509.332600850317,76129.65021098928,76.12965021098927,7.142610770486539,0.4103559846107196,Shah boiling,Mishima-Hibiki
47,24.6297,24.6297,582.1691046990722,547.8605003569122,547.8605003569122,572.2378978353297,551.500916594476,3.6404162375638407,0.6527494865961141,2.9876667509677266,0.36909509448643457,6.658297043596244e-05,13.286203091957846,0.26832673210608976,759.5018654315821,30.372706416287826,0.020041129408090406,1580.899425960735,1576043.1865166589,165895.84992682954,0.8265040177477061,0.8265040177477061,Saturated Boiling,18222.63339878562,,16704.500490518723,45570.57190741644,14956125.495002368,5920361.017188162,16704.500490518723,45570.57190741644,4835.4007138369325,3242.889517583827,165895.84992682954,309.0191046990723,274.71050035691223,0.36909509448643457,pre_CHF,299.0878978353297,278.3509165944761,274.71050035691223,278.3509165944761,0.0055188353233266915,0.000125,20.736981240853694,1562.7555189812892,7064.240912912837,810.3199917021781,3662.9501981635644,79638.9828118396,79.6389828118396,7.694112900275166,0.3928095527321489,Shah boiling,Mishima-Hibiki
48,25.14822,25.14822,582.4848827776673,547.8275318466353,547.8275318466353,572.4419305417946,551.4590855693523,3.6315537227169443,0.6569181646276873,2.974635558089257,0.3806623621254646,6.736376289029207e-05,13.126709137540294,0.26816071732190905,759.5583929747742,30.356020756752443,0.02004881666265395,1580.899425960735,1576245.2057047025,167862.7597795384,0.8261125514858536,0.8261125514858536,Saturated Boiling,18221.42263454654,,16714.48353402947,46223.39984384199,14956935.81499407,5916698.066989998,16714.48353402947,46223.39984384199,4843.496553258931,3281.3381668188454,167862.7597795384,309.3348827776673,274.67753184663536,0.3806623621254646,pre_CHF,299.2919305417946,278.3090855693523,274.67753184663536,278.3090855693523,0.0055188353233266915,0.000125,20.9828449724423,1563.7750224120823,7370.627493846052,810.8486246211129,3821.8177681090547,83301.93301000317,83.30193301000317,8.292366381300722,0.3760969980118294,Shah boiling,Mishima-Hibiki
49,25.666739999999997,25.666739999999997,582.8038195197599,547.7835539675946,547.7835539675946,572.6446964368356,551.4062397528576,3.622685785263002,0.6612322503334622,2.9614535349295394,0.39238229666306007,6.817273228450793e-05,12.96564999290043,0.26798750223089607,759.6337786772417,30.333776519985076,0.020059071225749677,1580.899425960735,1576514.610352928,169907.6534718244,0.8257061616873672,0.8257061616873672,Saturated Boiling,18220.15912104917,,16724.637755143347,46901.018620771494,14957746.663618691,5912876.249221889,16724.637755143347,46901.018620771494,4851.695176860778,3321.3112241449467,169907.6534718244,309.65381951975996,274.6335539675946,0.39238229666306007,pre_CHF,299.4946964368356,278.2562397528576,274.6335539675946,278.2562397528576,0.0055188353233266915,0.000125,21.23845668397805,1564.8118694834382,7690.536924072958,811.3862505645524,3987.69720587031,87123.75077811223,87.12375077811222,8.946918323204983,0.36004059100957847,Shah boiling,Mishima-Hibiki
50,26.18526,26.18526,583.1260387672604,547.7395533605,547.7395533605,572.8495465241205,551.352446841553,3.6128934810529927,0.6655843194759644,2.9473091615770284,0.40424005777464833,6.89911513339671e-05,12.806617945425984,0.2678067690362863,759.7091822846054,30.311536063272037,0.020069331383466796,1580.899425960735,1576784.067343589,171976.79746053927,0.8253105709630628,0.8253105709630628,Saturated Boiling,18218.840508252597,,16734.970784933237,47600.84911510133,14958558.049869256,5908888.552016019,16734.970784933237,47600.84911510133,4859.957000072243,3361.7583200447816,171976.79746053927,309.97603876726043,274.5895533605001,0.40424005777464833,pre_CHF,299.6995465241205,278.20244684155307,274.5895533605001,278.20244684155307,0.0055188353233266915,0.000125,21.49709968256741,1565.8667624585246,8022.781591733809,811.9332336699941,4159.9727109458145,91111.44798398254,91.11144798398253,9.661469389292215,0.34465394632911545,Shah boiling,Mishima-Hibiki
51,26.703780000000002,26.703780000000002,583.4515611848194,547.6955299982383,547.6955299982383,573.05648415148,551.2976555242092,3.602125525970905,0.6699754957147559,2.932150030256149,0.4162372548495636,6.981919049828309e-05,12.649574918263268,0.2676182278510549,759.7846038242187,30.289299384454143,0.020079597141986708,1580.899425960735,1577053.5767625864,174070.6290181671,0.8249261148410091,0.8249261148410091,Saturated Boiling,18217.46464634169,,16745.487162806403,48324.42061308977,14959369.983102927,5904728.579305073,16745.487162806403,48324.42061308977,4868.287201950253,3402.6880022086953,174070.6290181671,310.30156118481943,274.5455299982383,0.4162372548495636,pre_CHF,299.9064841514801,278.1476555242092,274.5455299982383,278.1476555242092,0.0055188353233266915,0.000125,21.758828627270887,1566.9400816105392,8367.661955163256,812.4897711166967,4338.800076991251,95271.42069492835,95.27142069492835,10.442545892618591,0.3298932505779669,Shah boiling,Mishima-Hibiki
52,27.222299999999997,27.222299999999997,583.7804073736427,547.6404687545678,547.6404687545678,573.2622172011863,551.2316159664332,3.5911472118654046,0.6745145789061746,2.91663263295923,0.4283932100885651,7.067614671585859e-05,12.491241170090879,0.2674215817271883,759.8789060077071,30.261508845308025,0.020092437225701112,1580.899425960735,1577390.5373947576,176244.80987802465,0.8245284717894888,0.8245284717894888,Saturated Boiling,18216.02933042337,,16756.191606000033,49077.578690089846,14960182.472874044,5900389.779228082,16756.191606000033,49077.578690089846,4876.732407757924,3445.1883319208205,176244.80987802465,310.6304073736427,274.4904687545678,0.4283932100885651,pre_CHF,300.11221720118635,278.0816159664332,274.4904687545678,278.0816159664332,0.0055188353233266915,0.000125,22.03060123475308,1568.032218270584,8727.386914550914,813.0560658176632,4525.32466293294,99610.2207719196,99.6102207719196,11.3007796068394,0.3156683593841226,Shah boiling,Mishima-Hibiki
53,27.74082,27.74082,584.1127017937379,547.5963940937792,547.5963940937792,573.4734030199172,551.1746397467654,3.5782456529861975,0.6789883845873722,2.8992572683988254,0.440677533942699,7.152420878172767e-05,12.338100856309719,0.26721648180591684,759.9543679951295,30.239280658862036,0.020102715608687444,1580.899425960735,1577660.1650922883,178390.10618521448,0.8241673732206403,0.8241673732206403,Saturated Boiling,18214.531972755973,,16767.092453890396,49854.06914037354,14960995.528939862,5895864.454565149,16767.092453890396,49854.06914037354,4885.217521195776,3487.124033807068,178390.10618521448,310.9627017937379,274.4463940937792,0.440677533942699,pre_CHF,300.32340301991724,278.0246397467654,274.4463940937792,278.0246397467654,0.0055188353233266915,0.000125,22.29876327315181,1569.1439250986143,9098.655420993928,813.6325080421335,4717.834808893771,104135.54543485254,104.13554543485253,12.238713600674533,0.3020412280054511,Shah boiling,Mishima-Hibiki
54,28.25934,28.25934,584.4483618940833,547.5412686407204,547.5412686407204,573.6833792629687,551.1062618097902,3.564993169069794,0.6836118316721423,2.881381337397652,0.45312298763047576,7.240157086074244e-05,12.183756359746347,0.2670026568055137,760.0487208253162,30.211500728353567,0.02011557149264139,1580.899425960735,1577997.2738456284,180616.9396254284,0.8237941242291564,0.8237941242291564,Saturated Boiling,18212.97054770736,,16778.191457864683,50664.03526168896,14961809.161447903,5891146.619756255,16778.191457864683,50664.03526168896,4893.827275573136,3530.6536026531844,180616.9396254284,311.2983618940833,274.39126864072045,0.45312298763047576,pre_CHF,300.53337926296877,277.95626180979025,274.39126864072045,277.95626180979025,0.0055188353233266915,0.000125,22.577117453178552,1570.275275421178,9485.558199164852,814.2191358113893,4918.451637430959,108853.3802437463,108.8533802437463,13.272481898630538,0.28888490457456945,Shah boiling,Mishima-Hibiki
55,28.777859999999997,28.777859999999997,584.7875119675091,547.4861074410715,547.4861074410715,573.8955097567954,551.036604379964,3.550496938892593,0.6882799103913113,2.8622170285012816,0.4657174417756625,7.328956349510738e-05,12.031364711235023,0.26677973930925597,760.143101867854,30.183726685634614,0.020128436171535303,1580.899425960735,1578334.4651249382,182871.24301465062,0.8234336406667291,0.8234336406667291,Saturated Boiling,18211.342323171375,,16789.497419930074,51505.816273619486,14962623.380583715,5886228.168118824,16789.497419930074,51505.816273619486,4902.529685847065,3574.720147015727,182871.24301465062,311.6375119675091,274.3361074410715,0.4657174417756625,pre_CHF,300.7455097567954,277.88660437996407,274.3361074410715,277.88660437996407,0.0055188353233266915,0.000125,22.858905376831327,1571.4270518278688,9886.653517908224,814.8163549137865,5126.427582105772,113771.83188117726,113.77183188117726,14.410361792822606,0.2762140069860753,Shah boiling,Mishima-Hibiki
56,29.29638,29.29638,585.1301732490501,547.430910441309,547.430910441309,574.1097927983647,550.9655942781462,3.534683836837189,0.6929940852166827,2.8416897516205064,0.4784627014405851,7.418840884148523e-05,11.880885084093057,0.2665473957821482,760.2375111766677,30.155958526493933,0.0201413096575686,1580.899425960735,1578671.739099547,185153.58816174738,0.8230862934640595,0.8230862934640595,Saturated Boiling,18209.64480939861,,16801.015989446278,52381.937595703,14963438.196938628,5881101.740536719,16801.015989446278,52381.937595703,4911.331797281943,3619.33484446773,185153.58816174738,311.98017324905015,274.28091044130906,0.4784627014405851,pre_CHF,300.9597927983647,277.81559427814625,274.28091044130906,277.81559427814625,0.0055188353233266915,0.000125,23.144198520218424,1572.5997062729423,10302.298273140334,815.424399696646,5341.947700588726,118898.25946328303,118.89825946328303,15.665280297324584,0.2639997707371129,Shah boiling,Mishima-Hibiki
57,29.8149,29.8149,585.4763669321018,547.3756775877828,547.3756775877828,574.3262251651332,550.8931526594288,3.517475071646004,0.697755901743522,2.819719169902482,0.4913606096848236,7.509834215087082e-05,11.732276638910191,0.26630528430188216,760.3319488057934,30.128196246721537,0.020154191962968998,1580.899425960735,1579009.0959391254,187464.58004563572,0.822752459441677,0.822752459441677,Saturated Boiling,18207.87545001798,,16812.75305404502,53295.21211302119,14964253.621338325,5875759.79283613,16812.75305404502,53295.21211302119,4920.241162869869,3664.50952098187,187464.58004563572,312.3263669321018,274.2256775877828,0.4913606096848236,pre_CHF,301.17622516513325,277.7431526594288,274.2256775877828,277.7431526594288,0.0055188353233266915,0.000125,23.433072505704466,1573.7937048878334,10732.858786444262,816.0435118584394,5565.2019379470785,124240.20716387176,124.24020716387176,17.052184327653343,0.2522155706075742,Shah boiling,Mishima-Hibiki
58,30.333419999999997,30.333419999999997,585.8261141836645,547.3093507608554,547.3093507608554,574.5414836389596,550.8088973875506,3.499546626695178,0.7026722336809653,2.7968743930142126,0.504427542296397,7.603872402791896e-05,11.582723295471975,0.26605305433732684,760.4453114198053,30.09488926583548,0.02016966238827257,1580.899425960735,1579414.0337677863,189860.69001127133,0.8224088177100592,0.8224088177100592,Saturated Boiling,18206.03161996226,,16824.71475332087,54252.93909873196,14965069.664850183,5870194.590898182,16824.71475332087,54252.93909873196,4929.300209550802,3711.3480639229083,189860.69001127133,312.6761141836645,274.15935076085543,0.504427542296397,pre_CHF,301.3914836389596,277.6588973875506,274.15935076085543,277.6588973875506,0.0055188353233266915,0.000125,23.732586251408918,1575.0095286618389,11181.057864683817,816.6739408017366,5797.602123995853,129805.40910181883,129.80540910181884,18.593527789926547,0.24080146349919537,Shah boiling,Mishima-Hibiki
59,30.85194,30.85194,586.1795399124626,547.2429721338908,547.2429721338908,574.758940965571,550.722989814295,3.4800176804042167,0.7076400500210644,2.7723776303831524,0.5176536881671002,7.699095384467662e-05,11.43506448636958,0.26579029136941545,760.5587149868288,30.06159073790985,0.020185145552347687,1580.899425960735,1579819.0914613167,192287.60921020815,0.8220796782564065,0.8220796782564065,Saturated Boiling,18204.110219965427,,16836.91110285812,55254.77939177426,14965886.338790985,5864396.988774186,16836.91110285812,55254.77939177426,4938.483800208787,3758.788857853114,192287.60921020815,313.0295399124626,274.09297213389084,0.5176536881671002,pre_CHF,301.60894096557104,277.57298981429506,274.09297213389084,277.57298981429506,0.0055188353233266915,0.000125,24.03595115127602,1576.2480400669426,11645.231116044364,817.316133735511,6038.285238291323,135603.0112258147,135.6030112258147,20.30582799062418,0.2297706987893382,Shah boiling,Mishima-Hibiki
60,31.37046,31.37046,586.5366661305767,547.1765416134515,547.1765416134515,574.9785884942861,550.63532812433,3.4587865108785536,0.7126612199333627,2.7461252909451908,0.5310410535925427,7.795532060356835e-05,11.289255421359993,0.2655166199934958,760.6721596008817,30.02830065567738,0.020200641476486442,1580.899425960735,1580224.2693149147,194746.08295964872,0.8217654386650306,0.8217654386650306,Saturated Boiling,18202.108429657314,,16849.348921846347,56304.7422404173,14966703.65492472,5858358.703535895,16849.348921846347,56304.7422404173,4947.80149577313,3806.8464720419697,194746.08295964872,313.3866661305767,274.0265416134515,0.5310410535925427,pre_CHF,301.8285884942861,277.48532812433007,274.0265416134515,277.48532812433007,0.0055188353233266915,0.000125,24.34326036995609,1577.5097640714291,12125.792109945443,817.9703628663174,6287.465724848911,141641.296464106,141.641296464106,22.2131054229213,0.21910197722218544,Shah boiling,Mishima-Hibiki
61,31.88898,31.88898,586.897514885702,547.110059105833,547.110059105833,575.2004151236333,550.5458014325735,3.435742326740524,0.71773773141444,2.718004595326084,0.544591694281104,7.893213419514963e-05,11.145250909305988,0.2652316550857343,760.7856453562165,29.995019011873705,0.02021615018204035,1580.899425960735,1580629.567624496,197236.90952847805,0.821466501062436,0.821466501062436,Saturated Boiling,18200.023350142637,,16862.035337005298,57407.363757570405,14967521.625287587,5852071.237811046,16862.035337005298,57407.363757570405,4957.2636817927105,3855.536510844861,197236.90952847805,313.747514885702,273.960059105833,0.544591694281104,pre_CHF,302.05041512363334,277.39580143257353,273.960059105833,277.39580143257353,0.0055188353233266915,0.000125,24.654613691059758,1578.7952433831747,12623.165874178303,818.6369095990437,6545.363969078933,147928.76218895492,147.92876218895492,24.343670169891766,0.2087754179794791,Shah boiling,Mishima-Hibiki
62,32.4075,32.4075,587.262108298295,547.0435245170626,547.0435245170626,575.4244069859722,550.4542886272385,3.4107641101759327,0.7228717034717617,2.687892406704171,0.5583077189503843,7.992172806470521e-05,11.003005195091314,0.2649350015338362,760.8991723473212,29.961745799237125,0.02023167169042069,1580.899425960735,1581034.9866867373,199760.94686986922,0.8211832714056501,0.8211832714056501,Saturated Boiling,18197.85200139155,,16874.97780180708,58567.799008405564,14968340.262197185,5845525.8738419665,16874.97780180708,58567.799008405564,4966.881677297791,3904.875745310327,199760.94686986922,314.11210829829497,273.8935245170626,0.5583077189503843,pre_CHF,302.2744069859722,277.3042886272385,273.8935245170626,277.3042886272385,0.0055188353233266915,0.000125,24.970118358733654,1580.1050394130557,13137.789367411984,819.3160650364576,6812.206542790462,154474.12615803385,154.47412615803384,26.731071066479775,0.198772426392426,Shah boiling,Mishima-Hibiki
63,32.926019999999994,32.926019999999994,587.6304686070672,546.9658348796303,546.9658348796303,575.6472061024581,550.3502631644083,3.3844282847779823,0.7281687888080938,2.6562594959698886,0.5722029488853203,8.094357055314573e-05,10.860041996956337,0.26462625395666106,761.0316727474295,29.922937697535193,0.020249796326862864,1580.899425960735,1581508.1286074359,202375.54350439893,0.8208931935086641,0.8208931935086641,Saturated Boiling,18195.591319495055,,16888.184117351946,59796.07971444367,14969159.578262221,5838713.667299176,16888.184117351946,59796.07971444367,4976.6965776911375,3955.9852096071495,202375.54350439893,314.4804686070672,273.8158348796303,0.5722029488853203,pre_CHF,302.4972061024581,277.2002631644083,273.8158348796303,277.2002631644083,0.0055188353233266915,0.000125,25.296942938049867,1581.4397333257552,13672.889017856509,820.0081305240706,7089.6664135389565,161286.3327008243,161.28633270082432,29.42306490029477,0.1890495401649733,Shah boiling,Mishima-Hibiki
64,33.44454,33.44454,588.002721818215,546.8880740755596,546.8880740755596,575.872192494828,550.2439227534371,3.355848677877475,0.7335285687223744,2.6223201091551007,0.586270678562831,8.197919487517503e-05,10.718837864550496,0.26430493114966597,761.1642295537761,29.884141050185498,0.02026793845280093,1580.899425960735,1581981.4357642902,205026.15793112732,0.8206198602415485,0.8206198602415485,Saturated Boiling,18193.237675646422,,16901.6662393988,61095.17371349528,14969979.586392745,5831624.000885637,16901.6662393988,61095.17371349528,4986.693774307057,4007.7987404663313,205026.15793112732,314.85272181821506,273.73807407555967,0.586270678562831,pre_CHF,302.72219249482805,277.09392275343714,273.73807407555967,277.09392275343714,0.0055188353233266915,0.000125,25.628269741390916,1582.8003083418016,14226.486548578827,820.713615881391,7376.717805169093,168375.99911436325,168.37599911436325,32.46219481419813,0.17961708425280257,Shah boiling,Mishima-Hibiki
