cell,x_position,x_mid_m,T_hot,T_cold,T_sat,T_wall_hot,T_wall_cold,DeltaT_actual,DeltaT_ONB,ONB_margin,quality,Bo,RLL,P_reduced,rho_l,rho_g,sigma,G,h_fg,q_flux,x_di_raw,x_di,cold_region,h_single_phase,h_subcooled,h_hot,h_cold,P_hot,P_cold,h_hot_W_m2K,h_cold_W_m2K,U_W_m2K,q_W,q_flux_W_m2,T_hot_C,T_cold_C,x,CHF_region,T_wall_hot_C,T_wall_cold_C,T_sat_C,T_wall,R_wall_K_W,R_wall_area_m2K_W,wall_deltaT_conduction_C,dpdz_hot_Pa_m,dpdz_cold_Pa_m,dP_hot_cell_Pa,dP_cold_cell_Pa,cold_cumulative_dP_Pa,cold_cumulative_dP_kPa,phi2,Martinelli_X,cold_heat_transfer_correlation,pressure_drop_correlation
10,5.444459999999999,5.444459999999999,572.475912879297,548.6152777782247,548.6152777782247,565.8856590534075,552.3543536443226,3.7390758660978918,0.5215888014619344,3.2174870646359572,0.022607255600418423,4.357499771617901e-05,20.631334490843813,0.27145695524117947,758.2044811513626,30.75706587285256,0.019865184228039397,1580.899425960735,1571404.775502483,108250.44327267924,0.8445503177264038,0.8445503177264038,Saturated Boiling,18245.422047368993,,16425.83823515624,28951.122456268433,14926447.570720728,5989426.260440774,16425.83823515624,28951.122456268433,4536.779629466552,2116.0518959190763,108250.44327267924,299.325912879297,275.46527777822473,0.022607255600418423,pre_CHF,292.7356590534075,279.2043536443226,275.46527777822473,279.2043536443226,0.0055188353233266915,0.000125,13.531305409084906,1534.5302469743947,2046.0375133062655,795.6846236611631,1060.9113713995648,10573.739559226073,10.573739559226073,1.034965720411369,6.677876472798482,Shah boiling,Mishima-Hibiki
11,5.96298,5.96298,572.6924049413177,548.6043865243968,548.6043865243968,566.0268843259106,552.3362521095514,3.731865585154651,0.5247640106327857,3.2071015745218654,0.03017328154257449,4.408619650640874e-05,20.382655297273608,0.27140887187590573,758.2232465299453,30.7514873527917,0.01986772244013922,1580.899425960735,1571471.8899963286,109525.05773087384,0.8440043735249948,0.8440043735249948,Saturated Boiling,18245.07255625037,,16431.58337515468,29348.607347104135,14927243.255344389,5988365.349069375,16431.58337515468,29348.607347104135,4546.8687309677825,2140.9677323746787,109525.05773087384,299.5424049413177,275.4543865243968,0.03017328154257449,pre_CHF,292.8768843259106,279.18625210955145,275.4543865243968,279.18625210955145,0.0055188353233266915,0.000125,13.69063221635923,1535.1019153927537,2055.372196023913,795.9810451694506,1065.7515910823195,11634.650930625638,11.634650930625638,1.0539373563769237,5.15159261831495,Shah boiling,Mishima-Hibiki
12,6.4815,6.4815,572.9112318563976,548.5934938812564,548.5934938812564,566.1703086156584,552.3198948920434,3.726401010786958,0.5279311807294418,3.1984698300575163,0.037827338142238376,4.459881569368861e-05,20.13912607670374,0.27136056913881895,758.2420129960417,30.745909071521332,0.019870260994789005,1580.899425960735,1571539.0076625198,110803.3097889206,0.8434643984471677,0.8434643984471677,Saturated Boiling,18244.72145332067,,16437.408620717346,29734.671461330963,14928039.236389559,5987299.597478292,16437.408620717346,29734.671461330963,4556.4809482769015,2165.954675699048,110803.3097889206,299.76123185639767,275.4434938812565,0.037827338142238376,pre_CHF,293.02030861565845,279.16989489204343,275.4434938812565,279.16989489204343,0.0055188353233266915,0.000125,13.850413723615075,1535.6822391551925,2070.8453266040956,796.2819546467504,1073.7747187507557,12700.402521707958,12.700402521707957,1.0767124121390947,4.197389525230114,Shah boiling,Mishima-Hibiki
13,7.000019999999999,7.000019999999999,573.1323926754733,548.582599848395,548.582599848395,566.315766004338,552.3047737404431,3.7221738920480902,0.5310972471687534,3.191076644879337,0.04556966712856483,4.511395737016561e-05,19.900086104337255,0.271311902771943,758.260780550066,30.74033102900756,0.019872799892081967,1580.899425960735,1571606.1285023496,112087.93811115884,0.84292922285668,0.84292922285668,Saturated Boiling,18244.36768966182,,16443.314782924826,30113.5684043723,14928835.518344205,5986225.822759541,16443.314782924826,30113.5684043723,4565.738656153816,2191.066260600148,112087.93811115884,299.9823926754733,275.43259984839506,0.04556966712856483,pre_CHF,293.165766004338,279.15477374044315,275.43259984839506,279.15477374044315,0.0055188353233266915,0.000125,14.010992263894856,1536.2713107744257,2092.3756786061176,796.5874000627553,1084.938636870844,13774.177240458714,13.774177240458714,1.1034123524967545,3.5408445082292075,Shah boiling,Mishima-Hibiki
14,7.51854,7.51854,573.3558917349785,548.5717044254036,548.5717044254036,566.4631554332376,552.2905670792838,3.718862653880251,0.5342666580528013,3.1845959958274497,0.05340070069779086,4.563233122049933e-05,19.665103416343026,0.271262730426182,758.2795491924326,30.73475322521645,0.01987533913211142,1580.899425960735,1571673.2525171174,113380.70683163032,0.8423981818655556,0.8423981818655556,Saturated Boiling,18244.01023001998,,16449.302841165438,30488.005980357815,14929632.105744267,5985140.88412267,16449.302841165438,30488.005980357815,4574.719574840679,2216.336971917678,113380.70683163032,300.20589173497854,275.4217044254036,0.05340070069779086,pre_CHF,293.3131554332376,279.14056707928387,275.4217044254036,279.14056707928387,0.0055188353233266915,0.000125,14.17258835395379,1536.869238949695,2119.928183403689,796.8974377801959,1099.2251616584808,14859.115877329557,14.859115877329558,1.1341922575075372,3.0596582441114437,Shah boiling,Mishima-Hibiki
15,8.03706,8.03706,573.5817366867107,548.5608076118731,548.5608076118731,566.6124110928497,552.2770537891629,3.716246177289804,0.5374425251332482,3.1788036521565557,0.061320993684289886,4.61544368666124e-05,19.43387102829169,0.27121291057657815,758.2983189235563,30.729175660114123,0.019877878714970706,1580.899425960735,1571740.3797081327,114682.85842949443,0.8418708836187248,0.8418708836187248,Saturated Boiling,18243.6480449181,,16455.373893065716,30859.865831905357,14930429.003182048,5984041.658961011,16455.373893065716,30859.865831905357,4583.477219669907,2241.7910973155167,114682.85842949443,300.4317366867107,275.4108076118731,0.061320993684289886,pre_CHF,293.4624110928497,279.1270537891629,275.4108076118731,279.1270537891629,0.0055188353233266915,0.000125,14.335357303686804,1537.476143606247,2153.499975059873,797.2121299827112,1116.6328070680454,15958.341038988037,15.958341038988037,1.169235614453123,2.690819702528164,Shah boiling,Mishima-Hibiki
16,8.555579999999999,8.555579999999999,573.8099374387398,548.5499094073941,548.5499094073941,566.7634883693921,552.2640725436517,3.7141631362575254,0.5406271666437179,3.1735359696138072,0.06933118724962861,4.668064958177704e-05,19.206157532980004,0.2711623017655254,758.3170897438515,30.72359833366662,0.01988041864075321,1580.899425960735,1571807.5100766965,115995.32660592395,0.8413471000434181,0.8413471000434181,Saturated Boiling,18243.280105148195,,16461.529128268103,31230.54167265358,14931226.21531203,5982925.0261539435,16461.529128268103,31230.54167265358,4592.050589254419,2267.44688854467,115995.32660592395,300.6599374387398,275.39990940739415,0.06933118724962861,pre_CHF,293.61348836939214,279.1140725436517,275.39990940739415,279.1140725436517,0.0055188353233266915,0.000125,14.499415825740494,1538.0921532810273,2193.1120048617786,797.5315433192783,1137.1724367609295,17074.973846056084,17.074973846056086,1.2087518008493967,2.3984597755200974,Shah boiling,Mishima-Hibiki
17,9.0741,9.0741,574.0405055247081,548.5390098115571,548.5390098115571,566.9163563371297,552.2515002199319,3.7124904083748334,0.5438223955369161,3.168668012837917,0.07743198738738556,4.721126565099297e-05,18.981780637186844,0.2711107620430471,758.3358616537341,30.718021245839967,0.01988295890955239,1580.899425960735,1571874.6436241148,117318.8489375823,0.8408267089141653,0.8408267089141653,Saturated Boiling,18242.905377693438,,16467.76981343098,31601.118395599788,14932023.74685535,5981787.853717183,16467.76981343098,31601.118395599788,4600.469331572634,2293.3187635645454,117318.8489375823,300.89050552470815,275.3890098115571,0.07743198738738556,pre_CHF,293.76635633712976,279.10150021993195,275.3890098115571,279.10150021993195,0.0055188353233266915,0.000125,14.664856117197788,1538.7174036098627,2238.8036720780315,797.855748119786,1160.8644800459008,18212.14628281701,18.212146282817013,1.2529750745463364,2.1606107252481714,Shah boiling,Mishima-Hibiki
18,9.59262,9.59262,574.273453699862,548.5281088239528,548.5281088239528,567.0709933923564,552.2392394193392,3.7111305953864075,0.547029686135038,3.1641009092513697,0.0856241512686164,4.774652850671138e-05,18.760591734401142,0.2710581485332553,758.3546346536178,30.712444396600517,0.0198854995214616,1580.899425960735,1571941.7803516774,118654.03178413698,0.8403096604390204,0.8403096604390204,Saturated Boiling,18242.52282256498,,16474.097283186475,31972.47543151549,14932821.60260347,5980626.989237137,16474.097283186475,31972.47543151549,4608.756742472921,2319.4185753383763,118654.03178413698,301.123453699862,275.37810882395286,0.0856241512686164,pre_CHF,293.9209933923564,279.08923941933926,275.37810882395286,279.08923941933926,0.0055188353233266915,0.000125,14.831753973017124,1539.352036397434,2290.629213340523,798.1848179127974,1187.737059701328,19373.010762862912,19.37301076286291,1.3021645007649707,1.963042719628388,Shah boiling,Mishima-Hibiki
19,10.111139999999999,10.111139999999999,574.5087956676892,548.5063026718017,548.5063026718017,567.2241867276065,552.2174252450845,3.7111225732828643,0.5503733906629763,3.160749182619888,0.09394029555338756,4.830578788735107e-05,18.53522792477437,0.2710043170856619,758.3921839250526,30.701291413746965,0.019890581774984508,1580.899425960735,1572076.0633524978,120054.09186017583,0.839764544937888,0.839764544937888,Saturated Boiling,18242.13139025336,,16480.512934550527,32349.805076358894,14933619.787421383,5979439.252177436,16480.512934550527,32349.805076358894,4617.022370861249,2346.786590551394,120054.09186017583,301.35879566768926,275.3563026718017,0.09394029555338756,pre_CHF,294.0741867276065,279.06742524508456,275.3563026718017,279.06742524508456,0.0055188353233266915,0.000125,15.006761482521979,1539.9961990234804,2348.96626256615,798.5188291176551,1217.9859864658,20560.74782256424,20.56074782256424,1.3568855649602625,1.7953627678866098,Shah boiling,Mishima-Hibiki
20,10.62966,10.62966,574.7466501824583,548.4953975064346,548.4953975064346,567.3823902547398,552.2055516575186,3.710154151083998,0.5536091670955697,3.1565449839884283,0.10232092938658707,4.885116851944098e-05,18.32013759619393,0.2709491146751078,758.4109601974342,30.695715280065148,0.0198931234167853,1580.899425960735,1572143.209628359,121414.70877776943,0.8392542385870608,0.8392542385870608,Saturated Boiling,18241.729966443872,,16487.021095055654,32724.97686984196,14934418.306250501,5978221.26619097,16487.021095055654,32724.97686984196,4625.101524723134,2373.383581021364,121414.70877776943,301.59665018245835,275.34539750643467,0.10232092938658707,pre_CHF,294.2323902547398,279.05555165751866,275.34539750643467,279.05555165751866,0.0055188353233266915,0.000125,15.17683859722118,1540.6503324777368,2413.333446871604,798.858010396356,1251.361658871864,21778.73380903004,21.77873380903004,1.4169418675109369,1.6523670078591821,Shah boiling,Mishima-Hibiki
21,11.14818,11.14818,574.9869290359278,548.4844909476595,548.4844909476595,567.5423319900624,552.1937872249282,3.7092962772686633,0.556860263559612,3.1524360137090515,0.11079546680126982,4.940174583528366e-05,18.1079100611846,0.2708923995890458,758.4297375614798,30.69013938483482,0.019895665402070477,1580.899425960735,1572210.3590895925,122788.35812107379,0.8387473905152378,0.8387473905152378,Saturated Boiling,18241.317518794855,,16493.62045582687,33102.871526749426,14935217.164260898,5976969.904532098,16493.62045582687,33102.871526749426,4633.096687637507,2400.2353260059576,122788.35812107379,301.8369290359278,275.33449094765956,0.11079546680126982,pre_CHF,294.3923319900624,279.0437872249282,275.33449094765956,279.0437872249282,0.0055188353233266915,0.000125,15.348544765134225,1541.3143114395102,2484.070027555542,799.2022967676148,1288.0399906880996,23030.095467901905,23.030095467901905,1.4829048813768213,1.5283513971189526,Shah boiling,Mishima-Hibiki
22,11.666699999999999,11.666699999999999,575.2296478096268,548.4735829950655,548.4735829950655,567.704008234824,552.1820825598666,3.708499564801059,0.5601275335057101,3.1483720312953487,0.11936480194061064,4.995766621575946e-05,17.898462799364367,0.27083402214204216,758.4485160176054,30.68456372802197,0.019898207730933773,1580.899425960735,1572277.51173751,124175.40539965912,0.8382440950003801,0.8382440950003801,Saturated Boiling,18240.892956682514,,16500.312586776065,33484.00161031653,14936016.366557665,5975681.8645414105,16500.312586776065,33484.00161031653,4641.019008597992,2427.3489703924897,124175.40539965912,302.07964780962686,275.3235829950655,0.11936480194061064,pre_CHF,294.554008234824,279.0320825598666,275.3235829950655,279.0320825598666,0.0055188353233266915,0.000125,15.52192567495739,1541.9882983096843,2561.270439748927,799.5517724395374,1328.0699484186136,24318.135458590004,24.318135458590003,1.5551436100754936,1.4196860545514671,Shah boiling,Mishima-Hibiki
23,12.18522,12.18522,575.4748225098376,548.4517629067781,548.4517629067781,567.8642096016503,552.1605669030708,3.7088039962927724,0.5635327952243834,3.1452712010683888,0.12806022410639187,5.0538209210699806e-05,17.685137463368125,0.2707738304293691,758.48607620776,30.673413129513616,0.01990329341976945,1580.899425960735,1572411.8265986196,125629.14158863513,0.8377140173796186,0.8377140173796186,Saturated Boiling,18240.45517301267,,16507.099113329634,33873.22212611148,14936815.918330105,5974353.7945929915,16507.099113329634,33873.22212611148,4648.960681506671,2455.766232491824,125629.14158863513,302.32482250983765,275.3017629067781,0.12806022410639187,pre_CHF,294.7142096016503,279.01056690307087,275.3017629067781,279.01056690307087,0.0055188353233266915,0.000125,15.703642698579392,1542.6724601742485,2645.488642945048,799.9065240495513,1371.7387711398662,25646.20540700862,25.64620540700862,1.634459572981911,1.3231795156496569,Shah boiling,Mishima-Hibiki
24,12.70374,12.70374,575.7225738078963,548.4408507702623,548.4408507702623,568.0294205836168,552.1488438172491,3.7079930469868714,0.5668355219666751,3.1411575250201964,0.13682524566054624,5.110544397603967e-05,17.48110546342524,0.270711659527849,758.5048579426219,30.667838187750256,0.01990583677992944,1580.899425960735,1572478.988814421,127044.61413094107,0.8372181983725289,0.8372181983725289,Saturated Boiling,18240.002965643063,,16513.984633763583,34262.365792238576,14937615.824854154,5972982.055821852,16513.984633763583,34262.365792238576,4656.766508320906,2483.4355266417156,127044.61413094107,302.57257380789633,275.2908507702623,0.13682524566054624,pre_CHF,294.8794205836168,278.99884381724917,275.2908507702623,278.99884381724917,0.0055188353233266915,0.000125,15.880576766367634,1543.3672629039995,2736.004717777576,800.2667931609818,1418.6731662620286,27017.944178148486,27.017944178148486,1.720558548740534,1.2376005918787878,Shah boiling,Mishima-Hibiki
