x_m,P_hot_MPa,P_cold_MPa,cold_cumulative_dP_kPa,T_hot_C,T_cold_C,T_sat_cold_C,cold_superheat_C,H_hot_Jkg,H_cold_Jkg,H_f_cold_Jkg,H_g_cold_Jkg,H_fg_cold_Jkg,quality,cold_phase
4.1000000000000005,14.587255243855477,4.999547283855653,0.4527161443462466,438.6490263074144,263.9350626537538,263.9350626537538,0.0,3128077.3612999646,1348791.402257887,1154613.0738922525,2794208.990662064,1639595.9167698114,0.11843060011285439,boiling
4.15,14.582952524557147,4.999577851063474,0.422148936525625,438.14560673814094,263.93544477971477,263.93544477971477,0.0,3126475.626911262,1317691.5164257064,1154614.9913007591,2794208.7381920363,1639593.7468912771,0.09946154371114532,boiling
4.2,14.578655341843595,4.999606293340611,0.3937066593885346,437.6539985230705,263.9358003399459,263.9358003399459,0.0,3124910.8629885437,1286340.0290748961,1154616.775410906,2794208.5032704053,1639591.7278594994,0.08033905723344675,boiling
4.25,14.574363541759075,4.999633046013462,0.36695398653882616,437.1738113154627,263.93613477682584,263.93613477682584,0.0,3123381.934639387,1254734.682182487,1154618.4535308548,2794208.2823020383,1639589.8287711835,0.0610617526986405,boiling
4.3,14.570076975134024,4.999658585860652,0.34141413934803144,436.70467932671534,263.93645405081884,263.93645405081884,0.0,3121887.779039793,1222873.605376961,1154620.0555685016,2794208.071349244,1639588.0157807425,0.041628475660672744,boiling
4.3500000000000005,14.56579549727796,4.999683448131153,0.3165518688478498,436.24625810435487,263.93676485321885,263.93676485321885,0.0,3120427.3954564,1190755.8247674566,1154621.6150989556,2794207.865991213,1639586.2508922573,0.022038614710776533,boiling
4.4,14.561518967714763,4.999708272088933,0.29172791106703005,435.7982219618078,263.9370751754948,263.9370751754948,0.0,3118999.837337952,1158384.4146800265,1154623.1722214057,2794207.660947817,1639584.4887264112,0.002294021738118813,boiling
4.45,14.557247249951553,4.999733037128858,0.2669628711418621,435.36026190465805,260.12396669158113,263.9373847600706,0.0,3117604.20598077,1135523.0330910382,1154624.7256433882,2794207.456389263,1639582.7307458746,0.0,subcooled
4.5,14.552980211274507,4.999757690699505,0.24230930049411128,434.9320839361808,255.41910220335058,263.93769295001925,0.0,3116239.645393886,1112230.2982419033,1154626.2720685925,2794207.2527496424,1639580.9806810499,0.0,subcooled
4.55,14.548717722566526,4.99978224056721,0.21775943278979312,434.5134076541723,250.56656897684263,263.9379998424422,0.0,3114905.338082594,1088496.1456911517,1154627.8119842377,2794207.0499648293,1639579.2379805916,0.0,subcooled
4.6000000000000005,14.544459658142863,4.999806694783585,0.19330521641483875,434.10396507315966,245.5645787261144,263.93830553800444,0.0,3113600.501539658,1064310.9939840843,1154629.3458954187,2794206.8479683376,1639577.502072919,0.0,subcooled
4.65,14.5402058956017,4.999831061748612,0.1689382513883259,433.7034996226138,240.4114262011974,263.9386101417249,0.0,3112324.3852863987,1039665.820872321,1154630.8743290852,2794206.646690802,1639575.772361717,0.0,subcooled
4.7,14.535956315687356,4.999855350277924,0.14464972207645507,433.3117652841015,235.1055263945894,263.93891376381646,0.0,3111076.26834534,1014552.2540773959,1154632.3978382512,2794206.44605942,1639574.0482211686,0.0,subcooled
4.75,14.531710802164305,4.999879569675207,0.12043032479373439,432.9285258394476,229.64545524118302,263.9392165205917,0.0,3109855.4570554374,988962.6779949329,1154633.9170065322,2794206.2459973567,1639572.3289908245,0.0,subcooled
4.800000000000001,14.527469241700496,4.999903729810675,0.09627018932586175,432.55355420873605,224.02999436294704,263.93951853544263,0.0,3108661.283162629,962890.3579564301,1154635.4324530857,2794206.046423095,1639570.6139700091,0.0,subcooled
4.8500000000000005,14.523231523758875,4.999927841206658,0.07215879334256943,432.18663186199956,218.25818042880064,263.9398199399119,0.0,3107493.1021345644,936329.5838891362,1154636.944837945,2794205.8472497244,1639568.9024117794,0.0,subcooled
4.9,14.518997540496107,4.999951915131412,0.04808486858913925,431.82754829215105,212.32935972181764,263.9401208748643,0.0,3106350.2916602846,909275.8354464372,1154638.4548679409,2794205.648384174,1639567.193516233,0.0,subcooled
4.95,14.514767186667724,4.999975963702347,0.024036297653222433,431.47610053948915,206.24324852925298,263.940421491777,0.0,3105232.250304523,881725.970934265,1154639.9633031562,2794205.449726353,1639565.4864231967,0.0,subcooled
5.0,14.510540359539043,5.0,0.0,431.13209276016937,200.0000000000067,263.94072195416504,0.0,3104138.396292884,853678.4426681934,1154641.4709640667,2794205.25116821,1639563.7802041434,0.0,subcooled
